第1页
第2页
第3页
第1页
["177.136.252.7", "27075"]
["178.205.101.67", "10712"]
["52.38.117.71", "23175"]
["119.179.129.110", "41338"]
["14.207.37.167", "62705"]
["183.88.212.184", "38857"]
["82.78.28.139", "14021"]
["88.204.235.194", "41017"]
["32.115.161.78", "35086"]
["110.50.84.59", "64487"]
["191.102.97.170", "10369"]
["120.25.203.182", "52039"]
["189.124.118.118", "33378"]
["187.12.121.138", "38053"]
["200.150.68.110", "36106"]
["27.46.50.125", "50078"]
["96.9.69.164", "19439"]
["116.58.5.22", "56939"]
["113.88.14.57", "11404"]
["120.51.211.108", "23936"]
["112.140.187.82", "29488"]
["190.2.133.101", "19347"]
["109.197.184.81", "59785"]
["177.21.52.44", "1765"]
["49.79.192.150", "61273"]
第20页
["89.38.97.10", "37903"]
["163.125.176.82", "29735"]
["201.116.199.243", "19463"]
["139.59.233.233", "60740"]
["120.4.117.208", "36425"]
["212.56.139.253", "21064"]
["165.227.207.215", "63269"]
["79.175.15.38", "33620"]
["191.6.69.49", "37202"]
["212.200.246.24", "62790"]
["5.3.247.93", "48906"]
["128.199.133.79", "50268"]
["107.185.11.5", "53510"]
["144.217.204.254", "5961"]
["120.77.254.116", "32524"]
["114.215.95.188", "50388"]
["128.199.179.106", "60803"]
["177.54.142.222", "27083"]
["200.29.191.151", "54227"]
["80.248.5.143", "31283"]
["181.196.145.106", "27898"]
["186.216.200.39", "7354"]
["179.185.24.49", "38805"]
["114.228.73.125", "59094"]
["120.72.91.26", "65174"]
["200.149.19.130", "38322"]
["35.230.52.163", "63501"]
["114.199.125.242", "15537"]
["36.89.88.9", "49606"]
["38.106.69.171", "48220"]
["36.67.143.69", "55369"]
["54.189.217.143", "8857"]
["103.226.0.30", "50585"]
["168.195.209.199", "27816"]
["39.104.60.204", "55645"]
["132.255.94.42", "17310"]
["103.87.170.128", "62324"]
["153.149.168.32", "1766"]
["51.38.163.126", "53185"]
["190.24.131.250", "61581"]
["177.74.247.59", "5472"]
["177.21.24.150", "12784"]
["187.108.36.250", "24676"]
["82.114.90.161", "29663"]
["212.237.50.160", "1431"]
["39.104.48.39", "31223"]
["189.113.108.100", "10716"]
["178.236.37.254", "9596"]
["148.72.168.171", "39669"]
["61.7.219.52", "45909"]
第21页
["31.145.42.1", "17994"]
["113.200.56.13", "19403"]
["201.17.28.241", "21418"]
["186.215.199.245", "63194"]
["14.207.25.79", "12238"]
["177.21.120.119", "3490"]
["122.114.26.246", "23013"]
["45.77.112.123", "65078"]
["186.216.195.124", "49292"]
["191.176.146.144", "106"]
["122.155.222.98", "62890"]
["47.75.47.185", "63598"]
["46.99.151.12", "5719"]
["202.63.242.94", "23117"]
["37.59.70.99", "1083"]
["185.151.117.87", "32716"]
["187.160.245.156", "27467"]
["151.106.25.231", "19674"]
["191.7.218.226", "57151"]
["200.97.93.2", "39824"]
["77.222.158.135", "28000"]
["191.209.43.231", "18984"]
["120.25.58.168", "32152"]
["190.117.115.150", "31361"]
["179.127.140.55", "11213"]
["36.250.87.88", "15793"]
["47.98.119.188", "3042"]
["14.211.120.74", "26919"]
["216.32.29.46", "53623"]
["180.94.89.146", "56916"]
["86.120.79.89", "64192"]
["202.51.116.202", "11104"]
["168.0.190.55", "58024"]
["197.159.30.58", "546"]
["54.37.160.88", "6960"]
["80.241.47.126", "26566"]
["103.6.4.3", "30835"]
["198.50.143.31", "56271"]
["207.38.90.115", "4391"]
["175.98.178.25", "20725"]
["118.212.137.135", "17446"]
["186.248.68.97", "31630"]
["39.104.60.88", "63548"]
["187.44.110.177", "16451"]
["91.73.131.254", "36897"]
["218.6.145.11", "3038"]
["191.5.125.58", "35669"]
["159.89.124.13", "65119"]
["187.5.218.25", "3918"]
["91.222.117.82", "37818"]
第22页
["89.216.112.80", "65182"]
["191.102.97.250", "28759"]
["195.8.240.195", "3053"]
["114.226.135.74", "34401"]
["151.106.25.181", "6884"]
["118.114.77.47", "19092"]
["180.250.195.4", "50653"]
["187.60.220.83", "26409"]
["87.98.174.157", "64562"]
["39.134.68.6", "27718"]
["191.7.209.138", "29638"]
["36.67.206.187", "9515"]
["189.124.17.126", "31453"]
["42.237.122.144", "51266"]
["95.111.65.229", "33307"]
["217.19.7.109", "40667"]
["177.47.225.176", "58298"]
["177.234.179.15", "20359"]
["36.72.198.119", "40800"]
["109.197.188.27", "23434"]
["187.32.184.2", "30590"]
["85.248.177.92", "65130"]
["189.45.119.0", "38056"]
["36.110.175.130", "51071"]
["46.219.116.2", "50151"]
["177.21.114.58", "8869"]
["95.0.206.59", "35960"]
["206.189.82.184", "34385"]
["206.189.179.94", "30849"]
["46.252.40.66", "978"]
["187.109.40.105", "33227"]
["61.220.204.25", "64149"]
["200.146.77.133", "61027"]
["14.117.209.110", "49414"]
["39.104.65.220", "37524"]
["103.241.207.250", "51877"]
["186.225.112.254", "10959"]
["85.35.159.222", "2225"]
["187.45.127.87", "10757"]
["202.129.41.91", "33044"]
["45.113.67.129", "4018"]
["128.199.185.30", "9610"]
["117.211.160.52", "63197"]
["183.196.170.247", "19441"]
["115.110.112.26", "47938"]
["207.38.90.122", "45666"]
["150.95.138.78", "13227"]
["45.55.157.204", "17010"]
["153.149.168.28", "62060"]
["208.110.116.153", "51040"]
第23页
["124.41.213.92", "45286"]
["194.126.182.30", "16585"]
["41.242.103.116", "31287"]
["39.104.57.40", "37987"]
["103.228.117.244", "6398"]
["187.87.39.34", "53458"]
["60.205.205.48", "6561"]
["103.93.92.50", "50474"]
["42.104.84.106", "28886"]
["190.55.189.39", "20862"]
["45.249.8.13", "63476"]
["78.187.61.235", "18638"]
["217.17.55.122", "24386"]
["138.219.223.166", "1686"]
["103.206.254.170", "58847"]
["202.162.34.115", "23244"]
["191.187.216.75", "52284"]
["141.170.196.211", "48402"]
["49.79.196.67", "27464"]
["139.192.104.38", "17663"]
["217.91.90.46", "9153"]
["198.58.8.142", "2810"]
["107.174.26.52", "9340"]
["39.104.82.143", "11697"]
["103.253.146.134", "51969"]
["200.49.43.106", "25033"]
["95.87.220.19", "27957"]
["39.104.72.178", "18248"]
["195.218.144.150", "35689"]
["211.136.127.125", "10843"]
["39.104.61.9", "26203"]
["81.89.71.166", "20569"]
["103.63.109.19", "24893"]
["125.120.204.247", "24512"]
["180.210.204.53", "48026"]
["197.159.128.46", "40705"]
["173.160.6.105", "34375"]
["187.33.87.86", "14277"]
["41.65.111.226", "62401"]
["177.47.232.69", "34721"]
["186.216.200.80", "2389"]
["200.252.165.226", "1786"]
["79.135.195.131", "12342"]
["200.141.214.186", "63578"]
["109.196.246.150", "62901"]
["45.32.195.95", "32926"]
["222.122.202.175", "30151"]
["45.252.75.78", "57310"]
["210.16.77.166", "45793"]
["168.232.8.5", "37578"]
第24页
["103.15.60.22", "39558"]
["165.227.97.247", "46583"]
["39.104.62.212", "7641"]
["39.104.62.1", "62251"]
["36.79.128.21", "5098"]
["160.202.42.106", "36164"]
["182.48.84.178", "5071"]
["13.127.136.141", "59124"]
["187.86.159.1", "53098"]
["190.217.4.102", "40422"]
["217.23.69.198", "40821"]
["119.180.199.63", "16074"]
["66.82.123.234", "32342"]
["110.232.80.148", "31940"]
["197.254.14.114", "25338"]
["204.108.200.1", "10064"]
["36.67.54.41", "64746"]
["94.177.216.109", "41452"]
["177.21.97.31", "2892"]
["85.109.134.13", "4247"]
["209.45.48.205", "18009"]
["103.212.43.236", "50343"]
["202.183.32.181", "28548"]
["191.255.225.178", "28664"]
["181.226.138.220", "20700"]
["125.21.43.82", "1397"]
["177.155.127.90", "21199"]
["186.182.233.198", "4214"]
["177.67.202.23", "16932"]
["39.104.73.201", "1140"]
["194.145.199.150", "32602"]
["153.149.170.26", "51137"]
["190.15.207.242", "11320"]
["5.188.155.242", "22740"]
["191.178.156.26", "53664"]
["187.180.81.205", "49434"]
["185.95.186.66", "48292"]
["213.6.199.122", "28433"]
["31.7.32.155", "47013"]
["111.197.239.219", "46664"]
["181.176.184.164", "58158"]
["54.232.249.202", "39173"]
["186.233.47.50", "31768"]
["153.149.169.207", "34507"]
["23.95.21.113", "35064"]
["183.159.91.157", "29698"]
["43.250.227.94", "58015"]
["191.241.76.102", "65426"]
["177.189.240.163", "42199"]
["80.89.133.210", "47366"]
第25页
["183.88.232.207", "62039"]
["46.101.11.131", "56637"]
["185.2.82.217", "17646"]
["187.19.197.210", "31443"]
["70.184.179.116", "39968"]
["85.114.38.122", "28382"]
["113.116.178.231", "29381"]
["46.0.192.177", "14163"]
["95.165.163.64", "62547"]
["59.67.152.230", "7082"]
["201.20.118.139", "30188"]
["36.67.210.82", "23753"]
["211.159.138.101", "16786"]
["145.239.93.131", "42203"]
["91.186.124.101", "54344"]
["189.127.12.250", "36374"]
["89.249.250.23", "48605"]
["108.179.54.171", "40270"]
["65.202.252.162", "1595"]
["113.32.175.229", "33375"]
["36.89.106.49", "24783"]
["60.177.229.65", "22550"]
["95.111.137.65", "43875"]
["180.250.251.99", "22250"]
["168.90.144.114", "39759"]
["191.35.141.160", "54197"]
["144.217.48.79", "1376"]
["185.238.72.12", "50515"]
["59.152.98.130", "40733"]
["42.104.84.107", "60884"]
["193.70.63.196", "39729"]
["151.106.25.183", "59147"]
["93.146.254.172", "12593"]
["39.104.71.15", "34591"]
["193.178.187.136", "43468"]
["179.127.173.182", "7267"]
["188.166.227.77", "3032"]
["185.153.208.44", "46806"]
["96.9.79.140", "11165"]
["191.5.114.138", "23724"]
["213.169.39.30", "59956"]
["177.142.109.24", "51044"]
["182.253.33.190", "22805"]
["149.202.106.159", "32409"]
["89.37.0.68", "30577"]
["173.249.38.68", "36542"]
["188.165.92.27", "51305"]
["89.175.162.186", "10035"]
["120.36.88.143", "43771"]
["200.6.229.188", "22713"]
第26页
["13.232.26.8", "62688"]
["187.102.178.161", "16555"]
["114.249.213.11", "23356"]
["91.185.21.124", "52270"]
["52.129.55.190", "58922"]
["27.255.40.63", "64371"]
["54.175.126.120", "44646"]
["217.182.103.237", "29785"]
["37.232.141.8", "53724"]
["138.94.130.216", "1798"]
["182.253.7.10", "57329"]
["116.6.138.98", "17776"]
["207.38.90.116", "36191"]
["41.92.208.38", "23720"]
["81.18.214.62", "33336"]
["110.39.163.107", "54001"]
["177.94.206.88", "11750"]
["120.92.174.37", "1581"]
["197.33.197.221", "13882"]
["58.74.78.19", "26867"]
["115.127.20.210", "42000"]
["77.61.242.1", "58310"]
["39.104.61.212", "19342"]
["203.130.233.76", "18760"]
["103.227.61.42", "45309"]
["202.152.40.28", "12767"]
["125.21.43.50", "58249"]
["85.207.251.16", "40403"]
["45.79.180.94", "5353"]
["171.115.237.29", "21578"]
["31.132.98.12", "1700"]
["78.186.237.226", "41289"]
["189.127.238.41", "38359"]
["80.211.228.238", "4917"]
["177.44.229.246", "42082"]
["114.99.70.23", "5872"]
["177.47.238.222", "17200"]
["122.72.18.35", "43527"]
["34.240.97.171", "43668"]
["203.142.68.141", "37020"]
["177.126.89.229", "57437"]
["212.174.13.6", "25428"]
["217.79.3.94", "5499"]
["222.245.182.89", "31517"]
["52.193.131.15", "44448"]
["138.219.193.10", "30557"]
["1.179.185.253", "39597"]
["207.38.90.132", "65274"]
["92.27.91.253", "21105"]
["167.99.230.121", "48229"]
第27页
["183.63.101.62", "59684"]
["202.142.158.114", "16194"]
["49.49.200.144", "15325"]
["39.105.0.112", "31216"]
["187.217.189.229", "13999"]
["179.109.158.98", "17498"]
["49.79.195.157", "36429"]
["187.180.19.181", "60581"]
["91.83.100.108", "63756"]
["148.72.168.168", "7682"]
["113.161.173.10", "59675"]
["46.254.246.70", "33019"]
["187.60.255.29", "17502"]
["110.36.234.214", "45845"]
["79.115.41.208", "31326"]
["191.251.118.149", "38589"]
["41.33.57.170", "24580"]
["117.244.15.243", "35360"]
["190.12.102.205", "36440"]
["189.80.124.122", "17328"]
["187.115.147.250", "6747"]
["95.56.252.6", "11068"]
["104.171.117.158", "1800"]
["91.239.55.129", "22908"]
["88.146.227.247", "12398"]
["103.218.102.6", "36762"]
["210.48.33.68", "22419"]
["39.104.69.114", "13678"]
["197.254.14.114", "13151"]
["118.97.42.155", "12908"]
["187.18.113.159", "47793"]
["51.15.86.160", "59614"]
["36.72.125.120", "47175"]
["67.205.174.194", "28448"]
["47.94.224.142", "61631"]
["177.221.16.29", "22507"]
["187.33.71.57", "24932"]
["202.116.160.104", "12111"]
["195.175.52.114", "34388"]
["76.190.78.10", "42887"]
["185.218.235.122", "574"]
["187.108.114.74", "28891"]
["36.66.87.18", "47383"]
["39.108.100.45", "21097"]
["43.231.62.235", "56481"]
["200.53.26.196", "43220"]
["37.187.119.226", "34107"]
["13.127.39.106", "52377"]
["117.83.115.128", "46012"]
["200.149.84.90", "9712"]
第28页
["103.215.200.166", "23004"]
["177.105.196.3", "12144"]
["94.232.51.202", "2730"]
["185.81.153.3", "60116"]
["54.36.217.111", "43729"]
["173.212.203.209", "8650"]
["103.92.142.183", "21288"]
["54.36.9.191", "45019"]
["134.119.190.77", "40052"]
["20.190.62.68", "60747"]
["92.222.89.201", "60167"]
["54.36.9.176", "47080"]
["51.38.163.121", "60192"]
["212.126.101.46", "20522"]
["211.159.171.58", "6146"]
["54.36.9.189", "23307"]
["176.193.180.235", "27802"]
["140.237.115.56", "2632"]
["184.70.155.122", "39217"]
["189.80.121.14", "56281"]
["91.187.119.3", "10269"]
["179.228.208.179", "11065"]
["178.32.53.138", "8621"]
["200.111.196.92", "15529"]
["153.149.169.239", "17510"]
["138.185.154.225", "11765"]
["41.86.155.218", "26824"]
["36.78.138.73", "21201"]
["187.1.57.206", "64280"]
["222.124.189.122", "1631"]
["186.137.103.221", "63276"]
["183.128.66.128", "55311"]
["207.38.90.41", "56971"]
["85.113.45.194", "57369"]
["183.159.85.136", "17285"]
["177.86.157.62", "60293"]
["182.16.248.45", "51295"]
["186.47.83.126", "61873"]
["45.77.95.158", "26586"]
["200.8.98.74", "47693"]
["54.153.86.193", "49576"]
["200.149.0.18", "25174"]
["54.36.9.186", "22113"]
["187.76.222.42", "5929"]
["80.211.231.39", "43025"]
["173.232.229.130", "32401"]
["188.253.40.139", "48103"]
["186.226.37.3", "58825"]
["190.104.156.126", "30365"]
["153.149.168.37", "45860"]
第29页
["202.92.201.42", "26023"]
["51.15.227.220", "60447"]
["207.38.90.81", "30594"]
["183.159.80.51", "41476"]
["104.131.116.158", "45202"]
["103.35.171.205", "29380"]
["45.77.114.58", "17492"]
["177.86.166.23", "27310"]
["201.18.90.82", "2468"]
["35.229.121.108", "11755"]
["191.241.251.194", "41055"]
["165.16.3.54", "51111"]
["86.47.47.54", "2218"]
["189.14.70.106", "29076"]
["128.199.39.210", "15424"]
["107.174.26.55", "62726"]
["187.72.14.112", "43299"]
["186.192.104.77", "40312"]
["123.161.22.2", "5550"]
["186.91.247.226", "53460"]
["59.14.241.76", "63059"]
["148.72.168.173", "2523"]
["187.102.149.178", "20584"]
["64.15.69.126", "18006"]
["103.28.227.36", "17535"]
["131.161.124.36", "47770"]
["190.121.158.122", "45439"]
["183.89.127.112", "23779"]
["95.105.74.65", "31309"]
["104.155.233.104", "12060"]
["217.23.6.92", "47086"]
["46.73.33.253", "48464"]
["116.193.160.193", "20589"]
["182.202.220.11", "17813"]
["88.147.159.167", "35229"]
["180.94.64.61", "5027"]
["187.16.231.234", "32821"]
["89.101.244.26", "21901"]
["80.211.231.72", "34920"]
["91.187.127.38", "7806"]
["179.185.79.241", "46494"]
["36.33.25.227", "10828"]
["45.112.125.2", "53185"]
["179.108.43.10", "13418"]
["51.254.191.239", "30976"]
["221.217.52.212", "24335"]
["91.242.163.174", "33444"]
["210.242.163.177", "6201"]
["124.207.82.166", "22095"]
["18.144.0.214", "11659"]
第30页
["92.53.73.138", "44996"]
["83.3.251.178", "59145"]
["200.93.111.183", "48167"]
["37.187.149.129", "53628"]
["181.188.166.82", "2920"]
["18.217.182.13", "46130"]
["206.189.200.250", "45120"]
["206.189.82.181", "20901"]
["167.99.159.74", "14734"]
["218.65.68.229", "25596"]
["39.134.68.8", "20152"]
["39.104.57.28", "9872"]
["14.118.252.181", "22304"]
["58.97.81.11", "36987"]
["120.50.12.146", "3953"]
["189.125.170.36", "10934"]
["103.78.80.50", "6557"]
["142.44.202.122", "38520"]
["207.38.90.134", "12143"]
["109.195.60.33", "9319"]
["78.111.114.50", "40139"]
["138.0.231.66", "7877"]
["191.32.51.150", "5609"]
["187.60.45.174", "46771"]
["134.119.190.67", "13148"]
["213.81.159.0", "5403"]
["151.106.29.122", "21735"]
["187.252.11.7", "22443"]
["125.118.151.33", "276"]
["186.29.70.123", "57916"]
["46.42.38.171", "63368"]
["103.11.161.198", "36172"]
["187.73.163.214", "27335"]
["91.189.234.246", "12545"]
["66.195.76.86", "60853"]
["62.220.55.27", "46718"]
["47.88.193.14", "21641"]
["171.88.52.50", "36845"]
["181.57.236.182", "23295"]
["178.18.214.241", "58998"]
["39.104.71.83", "8041"]
["177.92.19.38", "5327"]
["167.99.66.153", "48261"]
["36.89.94.215", "52398"]
["95.104.16.21", "55607"]
["39.104.60.114", "32957"]
["186.4.125.7", "13720"]
["115.124.75.228", "24979"]
["221.234.195.235", "12895"]
["190.60.234.131", "5433"]
第31页
["89.187.220.42", "30667"]
["103.245.19.201", "6760"]
["78.187.60.170", "41838"]
["189.55.193.154", "58160"]
["58.82.153.78", "6617"]
["182.253.191.114", "9913"]
["202.138.254.22", "36250"]
["180.250.214.34", "60393"]
["139.59.122.123", "26007"]
["187.12.190.102", "64851"]
["96.67.178.42", "24982"]
["39.104.56.19", "64669"]
["36.89.51.205", "52647"]
["193.178.187.136", "53085"]
["211.72.168.123", "18657"]
["153.149.169.201", "16782"]
["181.196.50.238", "49380"]
["51.38.163.123", "38495"]
["203.161.10.212", "11895"]
["187.4.153.50", "14367"]
["61.5.78.22", "17359"]
["182.253.131.77", "8285"]
["189.2.118.82", "55976"]
["165.227.191.177", "4990"]
["103.242.219.242", "5448"]
["180.250.60.218", "48107"]
["202.152.31.194", "23638"]
["34.240.231.232", "57786"]
["39.77.108.13", "56626"]
["200.112.212.130", "56756"]
["113.79.75.94", "52047"]
["27.40.140.140", "58974"]
["109.196.241.148", "14783"]
["177.0.206.17", "25615"]
["39.104.76.202", "22302"]
["109.87.23.100", "1397"]
["91.237.150.68", "50707"]
["178.46.4.86", "16667"]
["172.104.122.225", "60994"]
["179.223.251.22", "42675"]
["77.104.102.131", "20648"]
["198.27.65.39", "60006"]
["189.85.88.237", "40385"]
["153.149.169.197", "27217"]
["123.18.148.67", "32763"]
["39.104.52.217", "43435"]
["173.212.203.209", "6478"]
["206.189.0.154", "5463"]
["114.101.143.61", "4880"]
["62.210.251.74", "5134"]
第32页
["220.249.185.178", "28165"]
["95.78.177.160", "43312"]
["46.253.12.46", "53730"]
["128.72.166.38", "5860"]
["195.138.95.246", "17645"]
["177.72.56.155", "26933"]
["187.53.60.226", "15533"]
["200.8.98.78", "15815"]
["202.56.203.40", "20283"]
["54.36.9.188", "21602"]
["213.169.158.34", "1490"]
["27.152.6.13", "26393"]
["119.10.180.46", "356"]
["201.22.95.10", "38810"]
["45.250.226.10", "7383"]
["89.218.22.178", "58017"]
["128.199.159.40", "60497"]
["103.255.123.40", "45239"]
["96.9.79.216", "53314"]
["186.237.53.212", "22507"]
["200.55.234.150", "26451"]
["1.199.208.198", "40610"]
["114.113.126.82", "22770"]
["154.236.177.6", "30666"]
["78.187.60.173", "6501"]
["54.207.42.178", "4426"]
["207.38.90.96", "59120"]
["212.22.86.114", "37262"]
["123.231.236.147", "21408"]
["213.192.31.173", "38410"]
["114.100.182.77", "59175"]
["198.211.121.46", "33327"]
["187.12.114.226", "61908"]
["179.189.113.51", "6672"]
["200.48.129.124", "33826"]
["203.81.75.37", "47347"]
["148.72.168.175", "15049"]
["112.248.18.66", "4974"]
["103.90.229.26", "48171"]
["185.11.48.51", "3668"]
["151.106.25.227", "63964"]
["187.108.18.135", "52268"]
["197.210.196.66", "48810"]
["61.247.58.103", "15407"]
["177.75.161.251", "15864"]
["189.39.36.107", "43036"]
["189.89.156.165", "64360"]
["206.189.16.120", "6798"]
["62.217.133.76", "32668"]
["188.0.138.147", "52663"]
第33页
["103.15.187.116", "5563"]
["171.13.83.30", "32753"]
["185.180.28.38", "47111"]
["54.39.46.86", "53663"]
["182.253.236.74", "22418"]
["207.38.90.83", "46487"]
["178.209.108.238", "56684"]
["37.187.149.234", "3672"]
["60.5.254.169", "2844"]
["173.232.229.130", "19963"]
["151.106.25.178", "40719"]
["177.36.223.222", "53799"]
["189.91.62.57", "26717"]
["92.50.142.70", "4122"]
["13.228.94.209", "49154"]
["103.14.235.2", "38731"]
["151.106.25.189", "24092"]
["116.197.131.117", "60394"]
["185.190.196.102", "37993"]
["27.116.21.218", "12525"]
["200.76.251.166", "11546"]
["37.59.32.112", "11951"]
["146.120.0.36", "49966"]
["103.6.10.252", "42787"]
["39.134.61.109", "28264"]
["151.106.25.188", "3696"]
["66.82.144.29", "34297"]
["177.47.243.74", "33091"]
["81.17.131.62", "15318"]
["121.234.34.223", "60880"]
["175.101.30.73", "65136"]
["89.28.53.42", "45439"]
["37.59.70.102", "14911"]
["114.226.105.60", "23785"]
["183.89.249.121", "29990"]
["180.76.134.106", "22377"]
["189.51.97.154", "38932"]
["91.242.45.136", "28452"]
["200.199.93.98", "56550"]
["110.50.85.174", "65342"]
["153.149.171.134", "58979"]
["104.131.98.49", "54721"]
["177.55.128.217", "37891"]
["182.122.169.159", "59676"]
["104.236.126.61", "47463"]
["112.248.20.254", "38314"]
["200.195.141.178", "13076"]
["163.125.18.77", "57771"]
["200.5.226.118", "46619"]
["203.115.102.149", "32537"]
